passID,timestamp,stationRef,vehicleRef,charge,stationAbbr,stationFK,vehicle,vehicleFK,homeCompany,passType
TCB6674203,11/6/2020 06:54,AO00,LG64ARC91224,13.0,AO00,1,LG64ARC91224,43,AO,home
WMJ7329041,11/6/2020 10:12,KO02,KB55KTM48860,2.5,KO02,37,KB55KTM48860,94,KO,home
OXL9547334,11/6/2020 11:21,MR03,SY96JDQ97089,2.2,MR03,48,SY96JDQ97089,37,AO,away
BKN2583540,11/6/2020 11:39,NE04,OY94SZK34436,2.5,NE04,58,OY94SZK34436,67,NE,home
JCS9212238,11/6/2020 12:27,AO01,TE24LCO18661,2.8,AO01,2,TE24LCO18661,49,EG,away
VFV8388240,11/6/2020 13:25,OO13,HE38BQH01623,1.5,OO13,84,HE38BQH01623,54,MR,away
FIF1987822,11/6/2020 13:34,NE05,IA29IQS63679,1.0,NE05,59,IA29IQS63679,86,NE,home
WXS5491031,11/6/2020 14:21,AO11,UF84JOS00561,2.8,AO11,12,UF84JOS00561,52,GF,away
NCR4385579,11/6/2020 15:10,KO02,KB55KTM48860,2.5,KO02,37,KB55KTM48860,94,KO,home
SVU2417445,11/6/2020 16:00,OO13,LC72NRN52084,3.1,OO13,84,LC72NRN52084,95,OO,home
IJW8963927,11/6/2020 16:02,EG00,TE24LCO18661,1.25,EG00,22,TE24LCO18661,49,EG,home
CDZ8983090,11/6/2020 16:34,MR08,SU00RDZ36214,1.0,MR08,53,SU00RDZ36214,20,AO,away
TPD4244531,11/6/2020 16:38,AO12,IX01MVL33676,2.8,AO12,13,IX01MVL33676,77,KO,away
TEV1865976,11/6/2020 16:56,EG00,QU94IGC75528,1.25,EG00,22,QU94IGC75528,88,EG,home
EXQ3736093,11/6/2020 17:01,AO02,TE24LCO18661,2.8,AO02,3,TE24LCO18661,49,EG,away
AXL6562984,11/6/2020 17:09,NE15,JV67MTI17124,2.5,NE15,69,JV67MTI17124,71,NE,home
VVZ2874677,11/6/2020 17:24,GF00,JE65QJK64802,2.8,GF00,21,JE65QJK64802,90,GF,home
FYZ4628753,11/6/2020 17:43,OO08,RK48BOP88344,2.8,OO08,79,RK48BOP88344,35,OO,home
ZHJ3853290,11/6/2020 17:43,AO15,YL27IFD65117,2.0,AO15,16,YL27IFD65117,30,AO,home
IGR7446141,11/6/2020 20:01,KO04,IX01MVL33676,2.5,KO04,39,IX01MVL33676,77,KO,home
CGG4539695,11/6/2020 21:21,KO08,WY00MLL63827,1.0,KO08,43,WY00MLL63827,79,KO,home
QHV6244671,11/6/2020 21:25,NE03,NZ35XLQ89678,1.5,NE03,57,NZ35XLQ89678,44,NE,home
NBF4411847,11/6/2020 21:43,KO07,WY00MLL63827,1.0,KO07,42,WY00MLL63827,79,KO,home
EEY3137922,12/6/2020 00:35,GF00,PF04UCA93312,3.1,GF00,21,PF04UCA93312,48,GF,home
WVV8628759,12/6/2020 01:31,AO03,DP11ENT03275,3.1,AO03,4,DP11ENT03275,98,AO,home
YPZ5344904,12/6/2020 01:54,EG03,TE24LCO18661,1.25,EG03,25,TE24LCO18661,49,EG,home
ONL3767391,12/6/2020 03:48,NE03,IA29IQS63679,1.0,NE03,57,IA29IQS63679,86,NE,home
BLP1671870,12/6/2020 05:23,OO05,XV40HUQ04740,1.0,OO05,76,XV40HUQ04740,8,OO,home
DAQ6704218,12/6/2020 08:04,GF00,MA30QLI76818,2.5,GF00,21,MA30QLI76818,26,GF,home
WLT3037652,12/6/2020 10:41,GF00,WU78BMX13511,1.0,GF00,21,WU78BMX13511,78,GF,home
DKY6192407,12/6/2020 11:11,GF00,QN12NTR81378,2.8,GF00,21,QN12NTR81378,34,GF,home
PFR1796318,12/6/2020 12:05,OO12,AT19HLV57173,2.8,OO12,83,AT19HLV57173,45,OO,home
DRN7378510,12/6/2020 12:07,EG05,EC02LZC49528,2.8,EG05,27,EC02LZC49528,31,EG,home
DVN5957376,12/6/2020 12:24,AO13,CP56DAO45598,2.8,AO13,14,CP56DAO45598,42,GF,away
OMK3470787,12/6/2020 13:14,KO08,IX01MVL33676,2.5,KO08,43,IX01MVL33676,77,KO,home
XAJ8279332,12/6/2020 14:30,NE13,JV67MTI17124,2.5,NE13,67,JV67MTI17124,71,NE,home
XMV5732070,12/6/2020 15:13,OO08,QX75YWC61835,2.5,OO08,79,QX75YWC61835,76,OO,home
IAS6213823,12/6/2020 17:28,GF00,YX66XYW62640,3.1,GF00,21,YX66XYW62640,91,GF,home
MAV2640323,12/6/2020 18:00,MR03,QH15HWX24570,3.1,MR03,48,QH15HWX24570,23,MR,home
MRY0959368,12/6/2020 18:35,NE13,PM58XHX45588,1.5,NE13,67,PM58XHX45588,61,NE,home
JND7181584,12/6/2020 18:38,OO05,JF94VYA88954,2.8,OO05,76,JF94VYA88954,89,OO,home
ZJG8184103,12/6/2020 18:58,MR07,HE38BQH01623,2.8,MR07,52,HE38BQH01623,54,MR,home
CKF6919237,12/6/2020 20:10,MR07,BI87HYL81972,1.0,MR07,52,BI87HYL81972,92,MR,home
PCA8020555,12/6/2020 20:43,OO10,VJ92OYV94295,1.5,OO10,81,VJ92OYV94295,57,OO,home
HWF7719973,12/6/2020 21:12,EG10,RR73DWB65452,2.5,EG10,32,RR73DWB65452,2,AO,away
BOU0358571,12/6/2020 22:04,GF00,MA30QLI76818,2.5,GF00,21,MA30QLI76818,26,GF,home
FVL1769750,12/6/2020 22:26,AO13,RR73DWB65452,2.8,AO13,14,RR73DWB65452,2,AO,home
BJV0989122,12/6/2020 22:44,AO10,OC94ASJ72024,1.0,AO10,11,OC94ASJ72024,12,AO,home
COK4800046,12/6/2020 23:43,AO13,PE73VJU23485,2.8,AO13,14,PE73VJU23485,100,AO,home
FGQ6100013,12/6/2020 23:55,KO05,FL13UMN92207,1.0,KO05,40,FL13UMN92207,62,KO,home
CKZ3348304,13/6/2020 00:08,EG05,TV81MAQ99005,2.8,EG05,27,TV81MAQ99005,99,EG,home
RQU2607517,13/6/2020 01:03,AO01,RR73DWB65452,2.8,AO01,2,RR73DWB65452,2,AO,home
IRM3654740,13/6/2020 01:21,EG10,IN99SEN20660,2.8,EG10,32,IN99SEN20660,80,EG,home
LHB0301446,13/6/2020 02:30,NE04,QP02SYE47964,2.8,NE04,58,QP02SYE47964,46,NE,home
GOZ6143181,13/6/2020 02:42,OO05,UO75YNW62238,2.5,OO05,76,UO75YNW62238,84,KO,away
VTG7956048,13/6/2020 02:59,NE03,VX68BAR38623,1.5,NE03,57,VX68BAR38623,9,NE,home
UHN9527844,13/6/2020 03:45,AO00,HT62RDI04611,2.8,AO00,1,HT62RDI04611,15,AO,home
LED9718481,13/6/2020 03:57,NE12,PF04UCA93312,2.2,NE12,66,PF04UCA93312,48,GF,away
BWN4969053,13/6/2020 04:21,NE15,QP02SYE47964,2.8,NE15,69,QP02SYE47964,46,NE,home
NBZ8756315,13/6/2020 05:32,NE14,PD45WOT56494,2.0,NE14,68,PD45WOT56494,6,NE,home
UYU7417781,13/6/2020 06:49,AO18,LG64ARC91224,13.0,AO18,19,LG64ARC91224,43,AO,home
AFL6080190,13/6/2020 07:09,AO03,BM25PHF40639,2.8,AO03,4,BM25PHF40639,7,AO,home
LJW9241799,13/6/2020 08:08,EG01,IZ65WAT29135,2.8,EG01,23,IZ65WAT29135,16,MR,away
EKX3834522,13/6/2020 08:14,AO06,SY96JDQ97089,1.5,AO06,7,SY96JDQ97089,37,AO,home
JON4277746,13/6/2020 08:14,AO06,MX39VOS38645,2.8,AO06,7,MX39VOS38645,70,AO,home
PCG6792267,13/6/2020 09:20,AO18,QN12NTR81378,2.8,AO18,19,QN12NTR81378,34,GF,away
OOP7928939,13/6/2020 09:26,KO04,QO77TFN61853,2.2,KO04,39,QO77TFN61853,55,KO,home
CEH8173365,13/6/2020 09:47,GF00,UF84JOS00561,2.8,GF00,21,UF84JOS00561,52,GF,home
YNZ6656450,13/6/2020 10:40,MR07,EZ65FLV39493,2.8,MR07,52,EZ65FLV39493,40,MR,home
ULA6020936,13/6/2020 12:06,OO08,EE22TMX10817,2.0,OO08,79,EE22TMX10817,36,OO,home
JGJ6251395,13/6/2020 14:07,OO04,VJ92OYV94295,2.5,OO04,75,VJ92OYV94295,57,OO,home
KIS2667903,13/6/2020 15:15,NE15,IA29IQS63679,1.0,NE15,69,IA29IQS63679,86,NE,home
QYS3681768,13/6/2020 16:59,GF00,JE65QJK64802,2.8,GF00,21,JE65QJK64802,90,GF,home
KTT8317958,13/6/2020 17:24,GF00,BY85QGR11636,2.5,GF00,21,BY85QGR11636,25,GF,home
KLM1081178,13/6/2020 17:28,EG02,FL13UMN92207,1.25,EG02,24,FL13UMN92207,62,KO,away
IVK0537515,13/6/2020 17:58,AO18,BZ76ROL87339,1.0,AO18,19,BZ76ROL87339,39,AO,home
HLF5652833,13/6/2020 18:17,MR00,QN23UHH39091,2.8,MR00,45,QN23UHH39091,18,MR,home
DIR0400586,13/6/2020 18:28,OO12,IC95TLY24827,2.0,OO12,83,IC95TLY24827,85,OO,home
DTS4786999,13/6/2020 18:39,OO11,JF94VYA88954,2.8,OO11,82,JF94VYA88954,89,OO,home
DPB7748299,13/6/2020 19:47,NE11,NY14GZR94632,2.8,NE11,65,NY14GZR94632,19,NE,home
BDB5782658,13/6/2020 20:08,AO04,SY96JDQ97089,1.5,AO04,5,SY96JDQ97089,37,AO,home
GPY2369144,13/6/2020 22:35,NE06,OY94SZK34436,2.5,NE06,60,OY94SZK34436,67,NE,home
OIT7808048,14/6/2020 01:49,MR06,HE38BQH01623,2.8,MR06,51,HE38BQH01623,54,MR,home
IMK1355994,14/6/2020 01:55,NE12,NZ35XLQ89678,1.5,NE12,66,NZ35XLQ89678,44,NE,home
IAZ0992000,14/6/2020 02:21,NE01,PD45WOT56494,2.0,NE01,55,PD45WOT56494,6,NE,home
NKW1112175,14/6/2020 03:26,AO06,YL27IFD65117,2.0,AO06,7,YL27IFD65117,30,AO,home
LSX4441058,14/6/2020 03:33,KO07,JO50FSF60755,2.2,KO07,42,JO50FSF60755,56,KO,home
VLX6880438,14/6/2020 03:44,KO06,ZY93PCY41868,1.5,KO06,41,ZY93PCY41868,69,KO,home
PNB7469720,14/6/2020 04:51,OO13,WG11QVY31890,1.0,OO13,84,WG11QVY31890,17,OO,home
UJZ7528197,14/6/2020 07:43,EG04,IW53OQE31439,2.8,EG04,26,IW53OQE31439,33,EG,home
ZDU2130893,14/6/2020 08:00,EG01,MU06LHX94338,1.5,EG01,23,MU06LHX94338,72,EG,home
ZLX9026462,14/6/2020 08:48,MR03,XV40HUQ04740,3.1,MR03,48,XV40HUQ04740,8,OO,away
ZCR9177614,14/6/2020 09:40,OO10,VJ92OYV94295,2.5,OO10,81,VJ92OYV94295,57,OO,home
GTF5197882,14/6/2020 11:01,GF00,BY85QGR11636,2.5,GF00,21,BY85QGR11636,25,GF,home
ZME5325000,14/6/2020 11:40,EG01,CM15YCB60994,2.0,EG01,23,CM15YCB60994,97,EG,home
JSH2836294,14/6/2020 12:19,GF00,PF04UCA93312,3.1,GF00,21,PF04UCA93312,48,GF,home
SSB6764035,14/6/2020 12:29,EG04,CR31GMR97972,1.5,EG04,26,CR31GMR97972,59,EG,home
RIA5153188,14/6/2020 13:15,KO08,ZY93PCY41868,1.5,KO08,43,ZY93PCY41868,69,KO,home
BBU0172709,14/6/2020 13:43,MR07,KF48RSD79865,2.8,MR07,52,KF48RSD79865,28,MR,home
ZAR5583133,14/6/2020 14:13,EG05,CR31GMR97972,1.5,EG05,27,CR31GMR97972,59,EG,home
OIP1799709,14/6/2020 14:49,NE02,FY47TUN40300,1.0,NE02,56,FY47TUN40300,73,NE,home
DGH1593943,14/6/2020 15:06,NE14,VX68BAR38623,1.5,NE14,68,VX68BAR38623,9,NE,home
GML1352412,14/6/2020 16:28,NE06,NY14GZR94632,2.8,NE06,60,NY14GZR94632,19,NE,home
OER4022020,14/6/2020 16:38,MR01,HE38BQH01623,2.8,MR01,46,HE38BQH01623,54,MR,home
FRI0187513,14/6/2020 16:42,MR08,QH15HWX24570,3.1,MR08,53,QH15HWX24570,23,MR,home
SNA4167034,14/6/2020 16:45,NE13,VX68BAR38623,1.5,NE13,67,VX68BAR38623,9,NE,home
NBL3454020,14/6/2020 17:18,MR00,QH15HWX24570,3.1,MR00,45,QH15HWX24570,23,MR,home
NQB3265165,14/6/2020 19:21,OO07,BK77KNV91142,2.8,OO07,78,BK77KNV91142,68,OO,home
BZI9497809,14/6/2020 19:57,AO04,QN12NTR81378,2.8,AO04,5,QN12NTR81378,34,GF,away
BOK1394966,14/6/2020 20:34,MR06,QN23UHH39091,2.8,MR06,51,QN23UHH39091,18,MR,home
TLJ9044246,14/6/2020 20:45,OO09,NZ35XLQ89678,2.5,OO09,80,NZ35XLQ89678,44,NE,away
GOP1792156,14/6/2020 21:38,EG05,CM15YCB60994,2.0,EG05,27,CM15YCB60994,97,EG,home
IYJ9611622,14/6/2020 22:38,GF00,IO09FGE68100,2.8,GF00,21,IO09FGE68100,66,GF,home
GMZ6075018,14/6/2020 22:45,MR04,KF48RSD79865,2.8,MR04,49,KF48RSD79865,28,MR,home
SJA3235942,14/6/2020 23:01,KO01,CR31GMR97972,1.5,KO01,36,CR31GMR97972,59,EG,away
RTK9172664,14/6/2020 23:15,GF00,PF04UCA93312,3.1,GF00,21,PF04UCA93312,48,GF,home
JAR0499675,14/6/2020 23:45,AO09,BM25PHF40639,13.0,AO09,10,BM25PHF40639,7,AO,home
ISR0623304,14/6/2020 23:56,OO12,AT19HLV57173,2.8,OO12,83,AT19HLV57173,45,OO,home
URE9363282,15/6/2020 00:31,AO12,YL27IFD65117,2.0,AO12,13,YL27IFD65117,30,AO,home
LER4214848,15/6/2020 02:34,OO12,IC95TLY24827,1.25,OO12,83,IC95TLY24827,85,OO,home
MMG8599029,15/6/2020 02:42,MR05,QH15HWX24570,3.1,MR05,50,QH15HWX24570,23,MR,home
SEF7070455,15/6/2020 02:46,AO16,HT62RDI04611,2.8,AO16,17,HT62RDI04611,15,AO,home
ICO6526196,15/6/2020 03:26,NE01,PD45WOT56494,2.0,NE01,55,PD45WOT56494,6,NE,home
MFJ6057454,15/6/2020 03:34,KO08,QO77TFN61853,2.2,KO08,43,QO77TFN61853,55,KO,home
TEG0509625,15/6/2020 03:40,NE08,OY94SZK34436,2.5,NE08,62,OY94SZK34436,67,NE,home
MRO7885737,15/6/2020 03:46,MR00,HR53SRO94328,13.0,MR00,45,HR53SRO94328,47,MR,home
NKG8429166,15/6/2020 04:15,MR06,HE38BQH01623,2.8,MR06,51,HE38BQH01623,54,MR,home
MYQ4192063,15/6/2020 05:18,NE01,EZ65FLV39493,1.5,NE01,55,EZ65FLV39493,40,MR,away
TJF1889392,15/6/2020 05:52,OO01,EE22TMX10817,2.0,OO01,72,EE22TMX10817,36,OO,home
RSX6444396,15/6/2020 06:02,OO04,QR03XCJ37459,2.8,OO04,75,QR03XCJ37459,87,OO,home
KJP0179743,15/6/2020 07:12,AO00,QO77TFN61853,2.8,AO00,1,QO77TFN61853,55,KO,away
XSP4763978,15/6/2020 10:18,MR01,HE38BQH01623,2.8,MR01,46,HE38BQH01623,54,MR,home
FVH9342475,15/6/2020 12:05,EG07,RR98KQE80731,1.5,EG07,29,RR98KQE80731,51,MR,away
GYF7067273,15/6/2020 12:16,OO04,QR03XCJ37459,2.8,OO04,75,QR03XCJ37459,87,OO,home
TPN6075664,15/6/2020 12:23,OO04,AY38OQF67603,2.8,OO04,75,AY38OQF67603,22,OO,home
EZQ6287751,15/6/2020 12:59,NE02,PD45WOT56494,2.0,NE02,56,PD45WOT56494,6,NE,home
LEC1611726,15/6/2020 14:27,EG09,EC02LZC49528,2.8,EG09,31,EC02LZC49528,31,EG,home
RFZ8429237,15/6/2020 14:39,AO07,TV81MAQ99005,2.8,AO07,8,TV81MAQ99005,99,EG,away
RWG4638518,15/6/2020 14:48,AO04,DP11ENT03275,3.1,AO04,5,DP11ENT03275,98,AO,home
ZSM0237723,15/6/2020 15:16,NE10,QR03XCJ37459,3.1,NE10,64,QR03XCJ37459,87,OO,away
GQK0410250,15/6/2020 15:42,GF00,JE65QJK64802,2.8,GF00,21,JE65QJK64802,90,GF,home
VEW1950527,15/6/2020 15:52,AO10,TZ48CCW54765,2.8,AO10,11,TZ48CCW54765,29,EG,away
DKM3601210,15/6/2020 15:57,NE03,BZ76ROL87339,1.25,NE03,57,BZ76ROL87339,39,AO,away
FAM0530442,15/6/2020 16:14,AO11,DP11ENT03275,3.1,AO11,12,DP11ENT03275,98,AO,home
YFS5603044,15/6/2020 17:01,KO01,ZY93PCY41868,1.5,KO01,36,ZY93PCY41868,69,KO,home
GJH1758612,15/6/2020 17:30,EG00,TV81MAQ99005,2.8,EG00,22,TV81MAQ99005,99,EG,home
JPN8659325,15/6/2020 18:45,MR08,QO68DIC93032,2.5,MR08,53,QO68DIC93032,50,MR,home
GNC1444941,15/6/2020 20:39,AO00,QO68DIC93032,2.8,AO00,1,QO68DIC93032,50,MR,away
SZQ9972030,15/6/2020 21:17,EG11,DV04FQL29609,1.0,EG11,33,DV04FQL29609,96,AO,away
DIT6063340,15/6/2020 22:01,NE11,NZ35XLQ89678,1.5,NE11,65,NZ35XLQ89678,44,NE,home
ZZS4862732,15/6/2020 22:04,GF00,IO09FGE68100,2.8,GF00,21,IO09FGE68100,66,GF,home
OHG6908356,15/6/2020 22:36,KO09,ED51EWW52190,2.8,KO09,44,ED51EWW52190,13,KO,home
NHG1889026,15/6/2020 23:16,MR03,NZ35XLQ89678,1.0,MR03,48,NZ35XLQ89678,44,NE,away
IKW8050572,15/6/2020 23:59,AO06,AT19HLV57173,2.8,AO06,7,AT19HLV57173,45,OO,away
JJX2427150,16/6/2020 00:09,MR07,VJ92OYV94295,1.5,MR07,52,VJ92OYV94295,57,OO,away
MVI3681723,16/6/2020 00:16,GF00,UF84JOS00561,2.8,GF00,21,UF84JOS00561,52,GF,home
IQM6496103,16/6/2020 00:55,GF00,JE65QJK64802,2.8,GF00,21,JE65QJK64802,90,GF,home
KNA8469547,16/6/2020 01:28,OO10,JF94VYA88954,2.8,OO10,81,JF94VYA88954,89,OO,home
VMB0564058,16/6/2020 01:30,NE11,NY14GZR94632,2.8,NE11,65,NY14GZR94632,19,NE,home
LGN6304201,16/6/2020 01:31,MR04,QO68DIC93032,2.5,MR04,49,QO68DIC93032,50,MR,home
RMU6830385,16/6/2020 03:22,GF00,PF04UCA93312,3.1,GF00,21,PF04UCA93312,48,GF,home
GYJ7720386,16/6/2020 03:26,AO00,KF48RSD79865,2.8,AO00,1,KF48RSD79865,28,MR,away
LMP9862896,16/6/2020 03:39,OO13,EE22TMX10817,2.0,OO13,84,EE22TMX10817,36,OO,home
AZC1344513,16/6/2020 04:20,NE04,IA29IQS63679,1.0,NE04,58,IA29IQS63679,86,NE,home
TLV4020697,16/6/2020 05:34,OO06,AY38OQF67603,2.8,OO06,77,AY38OQF67603,22,OO,home
MJM0399372,16/6/2020 05:47,AO13,QR03XCJ37459,2.8,AO13,14,QR03XCJ37459,87,OO,away
TIL1440397,16/6/2020 07:23,MR01,IZ65WAT29135,2.0,MR01,46,IZ65WAT29135,16,MR,home
WHN5648317,16/6/2020 08:47,KO02,HA82SCK64299,2.2,KO02,37,HA82SCK64299,38,MR,away
SQT0265802,16/6/2020 09:01,AO01,DP11ENT03275,3.1,AO01,2,DP11ENT03275,98,AO,home
ZVO9984528,16/6/2020 09:37,NE00,VX68BAR38623,1.5,NE00,54,VX68BAR38623,9,NE,home
EZH7109888,16/6/2020 09:56,NE12,IA29IQS63679,1.0,NE12,66,IA29IQS63679,86,NE,home
YVO3674207,16/6/2020 10:35,AO00,QO77TFN61853,2.8,AO00,1,QO77TFN61853,55,KO,away
GIF3940180,16/6/2020 12:07,NE11,EV77EDV52985,1.0,NE11,65,EV77EDV52985,32,NE,home
GFP6305927,16/6/2020 13:15,MR06,UA13YTK28483,2.8,MR06,51,UA13YTK28483,63,MR,home
KAC5000440,16/6/2020 13:49,NE15,PM58XHX45588,1.5,NE15,69,PM58XHX45588,61,NE,home
MFW2156801,16/6/2020 14:46,NE10,IN99SEN20660,1.25,NE10,64,IN99SEN20660,80,EG,away
YJH5118256,16/6/2020 17:01,GF00,BY85QGR11636,2.5,GF00,21,BY85QGR11636,25,GF,home
FZT0065465,16/6/2020 17:01,OO04,AY38OQF67603,3.1,OO04,75,AY38OQF67603,22,OO,home
UUZ0538515,16/6/2020 17:28,MR05,HR53SRO94328,13.0,MR05,50,HR53SRO94328,47,MR,home
KFH9792523,16/6/2020 17:56,EG07,EC02LZC49528,2.8,EG07,29,EC02LZC49528,31,EG,home
FMB5139207,16/6/2020 18:00,GF00,PF04UCA93312,3.1,GF00,21,PF04UCA93312,48,GF,home
NNP1600572,16/6/2020 18:29,EG04,IW53OQE31439,2.8,EG04,26,IW53OQE31439,33,EG,home
RSO0285814,16/6/2020 18:48,GF00,EN26OAB52983,1.25,GF00,21,EN26OAB52983,10,GF,home
ZEO3821946,16/6/2020 19:51,KO02,YL27IFD65117,2.2,KO02,37,YL27IFD65117,30,AO,away
BEN2618207,16/6/2020 20:53,OO12,EE22TMX10817,2.0,OO12,83,EE22TMX10817,36,OO,home
HIO6486727,16/6/2020 20:59,MR02,UA13YTK28483,2.8,MR02,47,UA13YTK28483,63,MR,home
QTT3294831,16/6/2020 23:59,KO05,EM54HQI58682,2.2,KO05,40,EM54HQI58682,81,OO,away
CRE7421907,17/6/2020 00:08,NE16,IA29IQS63679,1.0,NE16,70,IA29IQS63679,86,NE,home
RPA0922751,17/6/2020 00:32,MR08,XV91YMP27722,2.5,MR08,53,XV91YMP27722,53,MR,home
CSM7731758,17/6/2020 03:55,AO06,CR31GMR97972,2.8,AO06,7,CR31GMR97972,59,EG,away
PAH0814391,17/6/2020 04:21,GF00,MA30QLI76818,2.5,GF00,21,MA30QLI76818,26,GF,home
HGF6159531,17/6/2020 04:55,NE08,PD45WOT56494,2.0,NE08,62,PD45WOT56494,6,NE,home
NRO0497880,17/6/2020 07:10,MR04,BI87HYL81972,1.0,MR04,49,BI87HYL81972,92,MR,home
RNO8048108,17/6/2020 07:41,KO01,QO77TFN61853,2.2,KO01,36,QO77TFN61853,55,KO,home
DEQ0544348,17/6/2020 08:34,MR00,KF48RSD79865,2.8,MR00,45,KF48RSD79865,28,MR,home
OWL3894555,17/6/2020 08:45,NE02,IA29IQS63679,1.0,NE02,56,IA29IQS63679,86,NE,home
EZV0596988,17/6/2020 09:33,EG02,IW53OQE31439,2.8,EG02,24,IW53OQE31439,33,EG,home
XTF0382270,17/6/2020 09:43,MR03,UA13YTK28483,2.8,MR03,48,UA13YTK28483,63,MR,home
DOW4876712,17/6/2020 09:57,AO09,IN99SEN20660,2.8,AO09,10,IN99SEN20660,80,EG,away
FXJ0483495,17/6/2020 10:46,NE06,NZ35XLQ89678,1.5,NE06,60,NZ35XLQ89678,44,NE,home
FRT7259240,17/6/2020 12:01,EG08,MU06LHX94338,1.5,EG08,30,MU06LHX94338,72,EG,home
RRE7839236,17/6/2020 13:06,OO09,AY38OQF67603,2.8,OO09,80,AY38OQF67603,22,OO,home
VNX5952842,17/6/2020 13:27,GF00,UF84JOS00561,2.8,GF00,21,UF84JOS00561,52,GF,home
BUM9743522,17/6/2020 14:17,EG01,IW53OQE31439,2.8,EG01,23,IW53OQE31439,33,EG,home
XZL4565949,17/6/2020 14:45,EG12,EC02LZC49528,2.8,EG12,34,EC02LZC49528,31,EG,home
HSQ3310435,17/6/2020 14:47,GF00,WU78BMX13511,1.0,GF00,21,WU78BMX13511,78,GF,home
SZQ9683468,17/6/2020 14:55,AO18,BZ76ROL87339,1.0,AO18,19,BZ76ROL87339,39,AO,home
AEJ5525955,17/6/2020 15:08,MR03,HE38BQH01623,2.8,MR03,48,HE38BQH01623,54,MR,home
KRF5273378,17/6/2020 16:08,EG10,TZ48CCW54765,3.1,EG10,32,TZ48CCW54765,29,EG,home
YNF9781783,17/6/2020 16:39,KO01,HW75BKT77773,2.2,KO01,36,HW75BKT77773,93,KO,home
FFB4942829,17/6/2020 17:54,MR06,KF48RSD79865,2.8,MR06,51,KF48RSD79865,28,MR,home
YJS2626475,17/6/2020 18:22,NE06,UP28MBM38391,1.0,NE06,60,UP28MBM38391,74,NE,home
EMJ4991717,17/6/2020 19:06,MR00,KF48RSD79865,2.8,MR00,45,KF48RSD79865,28,MR,home
EOW8730727,17/6/2020 19:43,OO02,XV40HUQ04740,3.1,OO02,73,XV40HUQ04740,8,OO,home
FLU8334043,17/6/2020 19:55,GF00,BY85QGR11636,2.5,GF00,21,BY85QGR11636,25,GF,home
RKK4091225,17/6/2020 20:36,OO12,VJ92OYV94295,2.5,OO12,83,VJ92OYV94295,57,OO,home
QVF7932968,17/6/2020 20:51,NE16,VX68BAR38623,1.5,NE16,70,VX68BAR38623,9,NE,home
EDQ4639726,17/6/2020 22:45,AO09,BM25PHF40639,13.0,AO09,10,BM25PHF40639,7,AO,home
NWX8315755,17/6/2020 23:43,AO13,DP11ENT03275,3.1,AO13,14,DP11ENT03275,98,AO,home
NMG1891262,18/6/2020 00:13,KO01,IX01MVL33676,2.5,KO01,36,IX01MVL33676,77,KO,home
GCR4785579,18/6/2020 00:24,NE08,JE65QJK64802,1.5,NE08,62,JE65QJK64802,90,GF,away
YHC8404010,18/6/2020 00:30,MR04,KF48RSD79865,2.8,MR04,49,KF48RSD79865,28,MR,home
MFQ4716552,18/6/2020 00:55,OO12,XF28DGK65250,1.25,OO12,83,XF28DGK65250,27,GF,away
UQT4448990,18/6/2020 01:09,NE03,IA29IQS63679,1.0,NE03,57,IA29IQS63679,86,NE,home
UOB3251341,18/6/2020 01:51,MR04,EZ65FLV39493,2.8,MR04,49,EZ65FLV39493,40,MR,home
TNA9249190,18/6/2020 02:48,KO01,ED51EWW52190,2.8,KO01,36,ED51EWW52190,13,KO,home
NJE5730621,18/6/2020 03:41,MR02,HR53SRO94328,13.0,MR02,47,HR53SRO94328,47,MR,home
PKL7364016,18/6/2020 03:50,AO08,MX39VOS38645,2.8,AO08,9,MX39VOS38645,70,AO,home
GJK9263591,18/6/2020 06:17,NE03,VX68BAR38623,1.5,NE03,57,VX68BAR38623,9,NE,home
GQP8992542,18/6/2020 06:26,AO08,JO50FSF60755,2.8,AO08,9,JO50FSF60755,56,KO,away
SBK1265915,18/6/2020 07:18,AO06,BZ76ROL87339,1.0,AO06,7,BZ76ROL87339,39,AO,home
VDW3120500,18/6/2020 09:30,OO00,QX75YWC61835,2.5,OO00,71,QX75YWC61835,76,OO,home
BQL8286991,18/6/2020 11:17,AO13,DV04FQL29609,3.1,AO13,14,DV04FQL29609,96,AO,home
IVQ1926235,18/6/2020 12:47,AO00,BZ76ROL87339,1.0,AO00,1,BZ76ROL87339,39,AO,home
FBH8945527,18/6/2020 13:42,NE15,QP02SYE47964,2.8,NE15,69,QP02SYE47964,46,NE,home
WCW5239191,18/6/2020 13:50,AO03,BM25PHF40639,13.0,AO03,4,BM25PHF40639,7,AO,home
NTG5745262,18/6/2020 16:58,OO03,OY94SZK34436,2.2,OO03,74,OY94SZK34436,67,NE,away
LEU6366448,18/6/2020 17:01,KO04,QO77TFN61853,2.2,KO04,39,QO77TFN61853,55,KO,home
CQN6217258,18/6/2020 18:24,AO08,YL27IFD65117,2.0,AO08,9,YL27IFD65117,30,AO,home
HOW6804383,18/6/2020 20:35,NE09,EV77EDV52985,1.0,NE09,63,EV77EDV52985,32,NE,home
BWD2246249,18/6/2020 21:36,EG03,TV81MAQ99005,2.8,EG03,25,TV81MAQ99005,99,EG,home
NJI1950281,18/6/2020 21:59,AO11,MX39VOS38645,2.8,AO11,12,MX39VOS38645,70,AO,home
